"","ID","Zone","Level","Region","Ubication","Employees","Taxes","Years","NIh","Nig","Income"
"649","AB0000024615","County37","Small",2,"C0300809K0001088",25,1,9.2,25,1246,191
"650","AB0000024622","County37","Small",2,"C0195047K0106850",76,1,12.4,25,1246,186
"651","AB0000024639","County37","Small",2,"C0146903K0154994",16,1,16.2,25,1246,161
"652","AB0000024686","County37","Small",2,"C0168464K0133433",54,9,43.6,25,1246,450
"653","AB0000024694","County37","Small",2,"C0226620K0075277",79,7,33.7,25,1246,394
"654","AB0000024701","County37","Small",2,"C0212434K0089463",48,5,43.8,25,1246,350
"655","AB0000024704","County37","Small",2,"C0157400K0144497",98,6,47.1,25,1246,370
"656","AB0000024718","County37","Small",2,"C0252593K0049304",33,10,18.7,25,1246,477
"657","AB0000024766","County37","Small",2,"C0147436K0154461",74,4,28.5,25,1246,312
"658","AB0000024767","County37","Small",2,"C0016852K0285045",21,8,27.3,25,1246,430
"659","AB0000024776","County37","Small",2,"C0031885K0270012",75,0.5,38.3,25,1246,146
"660","AB0000024792","County37","Small",2,"C0195738K0106159",25,10,13.5,25,1246,480
"661","AB0000024864","County37","Small",2,"C0070414K0231483",70,9,7.6,25,1246,450
"662","AB0000024915","County37","Small",2,"C0204088K0097809",26,9,33.6,25,1246,450
"663","AB0000024927","County37","Small",2,"C0120142K0181755",29,5,49.4,25,1246,360
"664","AB0000024929","County37","Small",2,"C0259472K0042425",32,10,34.4,25,1246,467
"665","AB0000024935","County37","Small",2,"C0028922K0272975",94,6,9.5,25,1246,370
"666","AB0000024936","County37","Small",2,"C0160773K0141124",39,7,42,25,1246,396
"667","AB0000024946","County37","Small",2,"C0013569K0288328",63,9,13.2,25,1246,460
"668","AB0000024981","County37","Small",2,"C0088753K0213144",68,10,49.4,25,1246,470
"669","AB0000024982","County37","Small",2,"C0260029K0041868",68,5,24,25,1246,345
"670","AB0000024996","County37","Small",2,"C0246410K0055487",80,7,27.2,25,1246,415
"671","AB0000025000","County37","Small",2,"C0230058K0071839",41,5,38.5,25,1246,360
"672","AB0000025015","County37","Small",2,"C0069811K0232086",67,4,38.8,25,1246,320
"673","AB0000025025","County37","Small",2,"C0019220K0282677",17,6,11.8,25,1246,368
"674","AB0000025058","County37","Small",2,"C0301671K0000226",74,8,8.9,25,1246,443
"675","AB0000025062","County37","Small",2,"C0183511K0118386",14,6,38.2,25,1246,374
"676","AB0000025097","County37","Small",2,"C0147627K0154270",21,8,46,25,1246,425
"677","AB0000025130","County37","Small",2,"C0071657K0230240",25,10,19.7,25,1246,473
"678","AB0000025182","County37","Small",2,"C0110521K0191376",65,0.5,34.5,25,1246,93
"679","AB0000025210","County37","Small",2,"C0142883K0159014",79,1,40.5,25,1246,155
"680","AB0000025257","County37","Small",2,"C0014254K0287643",33,0.5,14.8,25,1246,103
"681","AB0000025295","County37","Small",2,"C0132690K0169207",90,1,17.9,25,1246,209
"682","AB0000025313","County37","Small",2,"C0160047K0141850",53,0.5,47.8,25,1246,104
"683","AB0000025317","County37","Small",2,"C0185840K0116057",5,0.5,38.1,25,1246,97
"684","AB0000025357","County37","Small",2,"C0139760K0162137",7,2,36.3,25,1246,246
"685","AB0000025370","County37","Small",2,"C0259743K0042154",35,2,43.1,25,1246,247
"686","AB0000025394","County37","Small",2,"C0207077K0094820",44,3,12.9,25,1246,267
"687","AB0000025403","County37","Small",2,"C0187350K0114547",28,2,3.2,25,1246,252
"688","AB0000025490","County37","Small",2,"C0226704K0075193",10,1,48.7,25,1246,212
"689","AB0000025506","County37","Small",2,"C0258585K0043312",39,2,18.4,25,1246,246
"690","AB0000025508","County37","Small",2,"C0223020K0078877",15,2,2.1,25,1246,247
"691","AB0000025517","County37","Small",2,"C0110020K0191877",24,10,37.9,25,1246,470
"692","AB0000025523","County37","Small",2,"C0205920K0095977",90,10.5,19.8,25,1246,495
"693","AB0000025527","County37","Small",2,"C0096410K0205487",38,10.5,37.9,25,1246,490
"694","AB0000025559","County37","Medium",2,"C0245179K0056718",124,23,16.2,25,208,680
"695","AB0000025561","County37","Medium",2,"C0182664K0119233",62,27,27.2,25,208,740
"696","AB0000025562","County37","Medium",2,"C0296393K0005504",140,35,34,25,208,834
"697","AB0000025573","County37","Medium",2,"C0215661K0086236",53,30,24.6,25,208,772
"698","AB0000025582","County37","Medium",2,"C0301634K0000263",77,41,16.2,25,208,904
"699","AB0000025625","County37","Medium",2,"C0188742K0113155",90,36,17.5,25,208,851
"700","AB0000025632","County37","Medium",2,"C0080286K0221611",99,14,14.4,25,208,551
"701","AB0000025644","County37","Medium",2,"C0046261K0255636",110,16,5.3,25,208,584
"702","AB0000025664","County37","Medium",2,"C0010980K0290917",71,19,28.3,25,208,627
"703","AB0000025676","County37","Medium",2,"C0103929K0197968",72,23,22.3,25,208,675
"704","AB0000025700","County37","Medium",2,"C0265657K0036240",92,26,32.8,25,208,720
"705","AB0000025703","County37","Medium",2,"C0030482K0271415",108,18,14.9,25,208,600
"706","AB0000025718","County37","Medium",2,"C0246458K0055439",129,43,29.1,25,208,948
"707","AB0000027709","County39","Small",2,"C0234527K0067370",53,0.5,17.4,25,240,104
"708","AB0000027751","County39","Small",2,"C0253216K0048681",36,1,20.7,25,240,174
"709","AB0000027767","County39","Small",2,"C0007113K0294784",75,2,34.5,25,240,241
"710","AB0000027786","County39","Small",2,"C0035089K0266808",13,3,49.6,25,240,286
"711","AB0000027793","County39","Small",2,"C0013645K0288252",43,2,12.1,25,240,236
"712","AB0000027844","County39","Small",2,"C0157122K0144775",38,2,29.1,25,240,226
"713","AB0000027862","County39","Small",2,"C0204045K0097852",40,1,38.2,25,240,179
"714","AB0000027863","County39","Small",2,"C0289421K0012476",34,1,23.1,25,240,214
"715","AB0000027866","County39","Small",2,"C0021245K0280652",77,3,9,25,240,289
"716","AB0000027871","County39","Small",2,"C0263286K0038611",65,1,6.7,25,240,190
"717","AB0000027876","County39","Small",2,"C0299877K0002020",34,2,9.2,25,240,227
"718","AB0000027915","County39","Small",2,"C0138640K0163257",42,10.5,1.6,25,240,490
"719","AB0000027916","County39","Small",2,"C0163516K0138381",61,10,22.9,25,240,480
"720","AB0000027930","County39","Small",2,"C0196871K0105026",32,10,20.4,25,240,470
"721","AB0000027988","County39","Medium",2,"C0227613K0074284",75,14,4.8,25,206,550
"722","AB0000027995","County39","Medium",2,"C0052815K0249082",89,18,26.9,25,206,610
"723","AB0000027996","County39","Medium",2,"C0076544K0225353",95,19,3.1,25,206,630
"724","AB0000028002","County39","Medium",2,"C0052748K0249149",105,27,2.5,25,206,721
"725","AB0000028010","County39","Medium",2,"C0241129K0060768",75,46,6.7,25,206,980
"726","AB0000028019","County39","Medium",2,"C0244174K0057723",75,23,45.6,25,206,670
"727","AB0000028037","County39","Medium",2,"C0029154K0272743",53,18,15.9,25,206,610
"728","AB0000028039","County39","Medium",2,"C0254960K0046937",109,21,6.4,25,206,640
"729","AB0000028043","County39","Medium",2,"C0122494K0179403",124,35,39.2,25,206,837
"730","AB0000028059","County39","Medium",2,"C0120548K0181349",40,20,44,25,206,630
"731","AB0000028114","County39","Medium",2,"C0147476K0154421",129,43,44.7,25,206,948
"732","AB0000028133","County39","Medium",2,"C0002213K0299684",30,13,10.5,25,206,538
"733","AB0000028136","County39","Medium",2,"C0205812K0096085",102,16,26.4,25,206,580
"734","AB0000038791","County5","Small",1,"C0011390K0290507",52,5,15.6,25,330,338
"735","AB0000038804","County5","Small",1,"C0035459K0266438",49,5,34.8,25,330,354
"736","AB0000038808","County5","Small",1,"C0160022K0141875",59,2,24.2,25,330,236
"737","AB0000038816","County5","Small",1,"C0173833K0128064",25,3,38.4,25,330,280
"738","AB0000038844","County5","Small",1,"C0112222K0189675",92,4,34.7,25,330,332
"739","AB0000038905","County5","Small",1,"C0205725K0096172",78,0.5,12.5,25,330,124
"740","AB0000038912","County5","Small",1,"C0133107K0168790",30,0.5,36.4,25,330,110
"741","AB0000038930","County5","Small",1,"C0249128K0052769",53,1,39.5,25,330,200
"742","AB0000038935","County5","Small",1,"C0033923K0267974",75,1,27,25,330,155
"743","AB0000038943","County5","Small",1,"C0074487K0227410",73,1,19.4,25,330,188
"744","AB0000038949","County5","Small",1,"C0099317K0202580",32,1,19.1,25,330,180
"745","AB0000038959","County5","Small",1,"C0054753K0247144",58,0.5,38.4,25,330,126
"746","AB0000038999","County5","Small",1,"C0223957K0077940",74,1,42.5,25,330,209
"747","AB0000039004","County5","Small",1,"C0252667K0049230",34,0.5,28.9,25,330,111
"748","AB0000039009","County5","Small",1,"C0239824K0062073",83,1,10.3,25,330,152
"749","AB0000039014","County5","Small",1,"C0072202K0229695",59,1,13.3,25,330,157
"750","AB0000039035","County5","Small",1,"C0033525K0268372",83,1,18.4,25,330,150
"751","AB0000039088","County5","Small",1,"C0283442K0018455",43,9,23.9,25,330,460
"752","AB0000039094","County5","Small",1,"C0082268K0219629",33,10,40.1,25,330,477
"753","AB0000039132","County50","Small",2,"C0045087K0256810",55,9,8.2,25,330,460
"754","AB0000039160","County50","Small",2,"C0134565K0167332",31,6,41.3,25,330,390
"755","AB0000039167","County50","Small",2,"C0087866K0214031",94,8,12.8,25,330,440
"756","AB0000039186","County50","Small",2,"C0042053K0259844",42,10.5,18.5,25,330,490
"757","AB0000039207","County50","Small",2,"C0050446K0251451",39,6,16.7,25,330,389
"758","AB0000039246","County50","Small",2,"C0231081K0070816",30,6,47,25,330,375
"759","AB0000039266","County50","Small",2,"C0158922K0142975",57,8,48.5,25,330,427
"760","AB0000039268","County50","Small",2,"C0198882K0103015",36,10,7.4,25,330,470
"761","AB0000039299","County50","Small",2,"C0283388K0018509",67,9,10.6,25,330,460
"762","AB0000039333","County50","Small",2,"C0260676K0041221",53,10.5,21,25,330,489
"763","AB0000039336","County50","Small",2,"C0037743K0264154",70,9,11.8,25,330,449
"764","AB0000039344","County50","Small",2,"C0202923K0098974",74,10.5,4.5,25,330,490
"765","AB0000039359","County50","Small",2,"C0028376K0273521",69,10,3.6,25,330,479
"766","AB0000039363","County50","Small",2,"C0262522K0039375",90,10.5,24.9,25,330,490
"767","AB0000039367","County50","Small",2,"C0065787K0236110",70,6,42.9,25,330,378
"768","AB0000039373","County50","Small",2,"C0211451K0090446",43,7,39.5,25,330,395
"769","AB0000039400","County50","Small",2,"C0160666K0141231",53,10.5,24.3,25,330,487
"770","AB0000039411","County50","Small",2,"C0255662K0046235",52,7,37.3,25,330,411
"771","AB0000039434","County50","Small",2,"C0082387K0219510",74,8,11,25,330,443
"772","AB0000039459","County51","Small",3,"C0063843K0238054",30,4,26.3,25,470,303
"773","AB0000039473","County51","Small",3,"C0168896K0133001",21,8,32.7,25,470,425
"774","AB0000039500","County51","Small",3,"C0129547K0172350",33,8,19,25,470,431
"775","AB0000039510","County51","Small",3,"C0103365K0198532",26,6,39.8,25,470,373
"776","AB0000039558","County51","Small",3,"C0107697K0194200",65,0.5,3.4,25,470,93
"777","AB0000039559","County51","Small",3,"C0141939K0159958",30,0.5,25.5,25,470,121
"778","AB0000039654","County51","Small",3,"C0112206K0189691",30,0.5,35.6,25,470,122
"779","AB0000039661","County51","Small",3,"C0045835K0256062",62,0.5,40.8,25,470,117
"780","AB0000039662","County51","Small",3,"C0230049K0071848",27,0.5,13.1,25,470,136
"781","AB0000039667","County51","Small",3,"C0039046K0262851",32,1,30.8,25,470,167
"782","AB0000039685","County51","Small",3,"C0220100K0081797",8,1,47.5,25,470,185
"783","AB0000039704","County51","Small",3,"C0049194K0252703",6,0.5,49.4,25,470,120
"784","AB0000039731","County51","Small",3,"C0281050K0020847",36,1,41.9,25,470,174
"785","AB0000039748","County51","Small",3,"C0157269K0144628",87,2,2.4,25,470,232
"786","AB0000039750","County51","Small",3,"C0301386K0000511",13,3,16.4,25,470,278
"787","AB0000039752","County51","Small",3,"C0084159K0217738",68,1,39.1,25,470,183
"788","AB0000039770","County51","Small",3,"C0226595K0075302",44,3,30.4,25,470,267
"789","AB0000039785","County51","Small",3,"C0214868K0087029",52,3,37.6,25,470,265
"790","AB0000039790","County51","Small",3,"C0035324K0266573",59,2,38.5,25,470,235
"791","AB0000039793","County51","Small",3,"C0041101K0260796",67,2,11.1,25,470,243
"792","AB0000039820","County51","Small",3,"C0293502K0008395",6,2,15.2,25,470,219
"793","AB0000039827","County51","Small",3,"C0168391K0133506",75,2,43.1,25,470,250
"794","AB0000039838","County51","Small",3,"C0186028K0115869",89,3,6.3,25,470,299
"795","AB0000039865","County51","Small",3,"C0237474K0064423",84,1,15.3,25,470,176
"796","AB0000039886","County51","Small",3,"C0010793K0291104",26,10.5,18.3,25,470,490
"797","AB0000039910","County51","Small",3,"C0112316K0189581",32,10,36.7,25,470,470
"798","AB0000039931","County51","Medium",3,"C0282830K0019067",122,27,11.6,25,144,740
"799","AB0000039932","County51","Medium",3,"C0031878K0270019",44,17,48.2,25,144,600
"800","AB0000039938","County51","Medium",3,"C0052341K0249556",140,35,27.7,25,144,834
"801","AB0000039942","County51","Medium",3,"C0298754K0003143",53,24,19.5,25,144,694
"802","AB0000039948","County51","Medium",3,"C0181313K0120584",107,42,43.1,25,144,925
"803","AB0000039963","County51","Medium",3,"C0089169K0212728",92,38,16.3,25,144,884
"804","AB0000040008","County51","Medium",3,"C0159814K0142083",99,14,1.6,25,144,551
"805","AB0000040023","County51","Medium",3,"C0136638K0165259",124,35,3.9,25,144,837
"806","AB0000040053","County51","Medium",3,"C0062236K0239661",117,21,27.4,25,144,650
"807","AB0000040056","County51","Medium",3,"C0164469K0137428",38,13,32.7,25,144,540
"808","AB0000042966","County53","Medium",3,"C0189243K0112654",91,20,19.7,25,289,630
"809","AB0000042967","County53","Medium",3,"C0049847K0252050",114,36,26.6,25,289,850
"810","AB0000043026","County53","Medium",3,"C0146206K0155691",90,31,20,25,289,790
"811","AB0000043031","County53","Medium",3,"C0282778K0019119",138,45,24.5,25,289,960
"812","AB0000043055","County53","Big",3,"C0056420K0245477",109,58,16.2,25,83,1100
"813","AB0000043071","County53","Big",3,"C0257506K0044391",140,64,47.4,25,83,1230
"814","AB0000043074","County53","Big",3,"C0004792K0297105",109,59,32,25,83,1118
"815","AB0000043080","County53","Big",3,"C0239255K0062642",158,142,16.9,25,83,1616
"816","AB0000043095","County53","Big",3,"C0103720K0198177",119,56,46.1,25,83,1093
"817","AB0000043099","County53","Big",3,"C0203514K0098383",105,55,39.2,25,83,1090
"818","AB0000043111","County53","Big",3,"C0123528K0178369",92,54,20.1,25,83,1084
"819","AB0000043155","County53","Small",3,"C0145001K0156896",95,7,41,25,1576,400
"820","AB0000043200","County53","Small",3,"C0061297K0240600",81,5,33.4,25,1576,363
"821","AB0000043220","County53","Small",3,"C0282749K0019148",79,9,6.7,25,1576,460
"822","AB0000043246","County53","Small",3,"C0172934K0128963",77,8,42.9,25,1576,436
"823","AB0000043262","County53","Small",3,"C0119737K0182160",36,5,16.2,25,1576,340
"824","AB0000043278","County53","Small",3,"C0276326K0025571",70,6,38.1,25,1576,384
"825","AB0000043290","County53","Small",3,"C0230888K0071009",90,4,38.2,25,1576,310
"826","AB0000043293","County53","Small",3,"C0221389K0080508",90,4,4,25,1576,305
"827","AB0000043295","County53","Small",3,"C0132224K0169673",33,5,8.3,25,1576,355
"828","AB0000043302","County53","Small",3,"C0074784K0227113",17,0.5,8.6,25,1576,70
"829","AB0000043339","County53","Small",3,"C0119317K0182580",49,1,46,25,1576,199
"830","AB0000043345","County53","Small",3,"C0141003K0160894",88,5,48.1,25,1576,338
"831","AB0000043347","County53","Small",3,"C0238346K0063551",5,1,8.4,25,1576,201
"832","AB0000043352","County53","Small",3,"C0024053K0277844",25,3,16.7,25,1576,287
"833","AB0000043363","County53","Small",3,"C0270837K0031060",52,2,2.8,25,1576,252
"834","AB0000043367","County53","Small",3,"C0137153K0164744",57,3,13.2,25,1576,297
"835","AB0000043428","County53","Small",3,"C0036492K0265405",30,2,31.1,25,1576,215
"836","AB0000043429","County53","Small",3,"C0073504K0228393",31,2,6.9,25,1576,240
"837","AB0000043447","County53","Small",3,"C0069876K0232021",37,5,5,25,1576,360
"838","AB0000043486","County53","Small",3,"C0241094K0060803",68,2,28.3,25,1576,258
"839","AB0000043492","County53","Small",3,"C0092758K0209139",6,2,13.2,25,1576,227
"840","AB0000043522","County53","Small",3,"C0266271K0035626",85,0.5,10.1,25,1576,76
"841","AB0000043589","County53","Small",3,"C0218226K0083671",41,3,4.6,25,1576,280
"842","AB0000043604","County53","Small",3,"C0099605K0202292",77,3,32.5,25,1576,280
"843","AB0000043617","County53","Small",3,"C0102690K0199207",44,3,36.1,25,1576,275
"844","AB0000043640","County53","Small",3,"C0260686K0041211",63,4,10.7,25,1576,315
"845","AB0000043641","County53","Small",3,"C0071721K0230176",23,0.5,43.7,25,1576,137
"846","AB0000043660","County53","Small",3,"C0108886K0193011",24,1,45,25,1576,180
"847","AB0000043755","County53","Small",3,"C0062484K0239413",21,0.5,45.1,25,1576,97
"848","AB0000043758","County53","Small",3,"C0042731K0259166",58,0.5,49.1,25,1576,130
"849","AB0000043759","County53","Small",3,"C0170648K0131249",46,0.5,49.3,25,1576,131
"850","AB0000043764","County53","Small",3,"C0131750K0170147",61,0.5,46.9,25,1576,24
"851","AB0000043774","County53","Small",3,"C0020364K0281533",45,0.5,21.6,25,1576,88
"852","AB0000043783","County53","Small",3,"C0191529K0110368",25,1,34.6,25,1576,191
"853","AB0000043790","County53","Small",3,"C0129200K0172697",76,1,21.5,25,1576,186
"854","AB0000043810","County53","Small",3,"C0036393K0265504",17,1,21.2,25,1576,192
"855","AB0000043821","County53","Small",3,"C0202474K0099423",41,1,42.6,25,1576,196
"856","AB0000043852","County53","Small",3,"C0196965K0104932",82,0.5,41,25,1576,117
"857","AB0000043866","County53","Small",3,"C0249831K0052066",30,10.5,40.1,25,1576,490
"858","AB0000043911","County53","Small",3,"C0076429K0225468",37,3,27.7,25,1576,293
"859","AB0000043916","County53","Small",3,"C0155358K0146539",56,5,49.3,25,1576,340
"860","AB0000043938","County53","Small",3,"C0199410K0102487",70,9,47.6,25,1576,450
"861","AB0000043945","County53","Small",3,"C0062767K0239130",65,5,12.6,25,1576,356
"862","AB0000043947","County53","Small",3,"C0154411K0147486",31,7,12.2,25,1576,400
"863","AB0000043948","County53","Small",3,"C0070306K0231591",46,10.5,3.7,25,1576,490
"864","AB0000043989","County53","Small",3,"C0246917K0054980",97,8,14.6,25,1576,436
"865","AB0000043993","County53","Small",3,"C0111535K0190362",23,4,19.2,25,1576,324
"866","AB0000044008","County53","Small",3,"C0091896K0210001",33,10,41.8,25,1576,475
"867","AB0000044030","County53","Small",3,"C0148585K0153312",74,6,31,25,1576,380
"868","AB0000044042","County53","Small",3,"C0269380K0032517",52,7,39.4,25,1576,411
"869","AB0000044043","County53","Small",3,"C0087740K0214157",101,8,34.6,25,1576,421
"870","AB0000044066","County53","Small",3,"C0258428K0043469",65,8,26.7,25,1576,433
"871","AB0000044103","County53","Small",3,"C0026187K0275710",94,6,21,25,1576,370
"872","AB0000044149","County53","Small",3,"C0200183K0101714",68,10,4,25,1576,470
"873","AB0000044182","County53","Small",3,"C0095686K0206211",25,8,15,25,1576,437
"874","AB0000044184","County53","Small",3,"C0207069K0094828",65,0.5,22.4,25,1576,89
"875","AB0000044265","County53","Small",3,"C0209612K0092285",21,8,7.2,25,1576,425
"876","AB0000044277","County53","Small",3,"C0061385K0240512",61,5,16.8,25,1576,356
"877","AB0000044286","County53","Small",3,"C0008185K0293712",57,6,38.5,25,1576,364
"878","AB0000044296","County53","Small",3,"C0242402K0059495",76,5,41.1,25,1576,341
"879","AB0000044315","County53","Small",3,"C0247821K0054076",58,9,49.9,25,1576,449
"880","AB0000044316","County53","Small",3,"C0082533K0219364",76,7,10.6,25,1576,405
"881","AB0000044321","County53","Small",3,"C0201672K0100225",51,9,25.7,25,1576,460
"882","AB0000044339","County53","Small",3,"C0223988K0077909",58,8,5.6,25,1576,440
"883","AB0000044348","County53","Small",3,"C0055734K0246163",65,0.5,30.3,25,1576,80
"884","AB0000044369","County53","Small",3,"C0005695K0296202",56,1,39.5,25,1576,185
"885","AB0000044378","County53","Small",3,"C0009736K0292161",79,1,22.1,25,1576,155
"886","AB0000044380","County53","Small",3,"C0204260K0097637",84,1,17.6,25,1576,183
"887","AB0000044393","County53","Small",3,"C0073033K0228864",83,0.5,9,25,1576,143
"888","AB0000044395","County53","Small",3,"C0108823K0193074",39,0.5,9.3,25,1576,133
"889","AB0000044429","County53","Small",3,"C0163491K0138406",87,0.5,29.2,25,1576,144
"890","AB0000044448","County53","Small",3,"C0165874K0136023",59,1,9.9,25,1576,151
"891","AB0000044450","County53","Small",3,"C0121195K0180702",54,0.5,32.3,25,1576,128
"892","AB0000044519","County53","Small",3,"C0103951K0197946",85,0.5,24.8,25,1576,76
"893","AB0000044526","County53","Small",3,"C0253984K0047913",79,2,16.4,25,1576,248
"894","AB0000044537","County53","Small",3,"C0089255K0212642",48,3,8.7,25,1576,276
"895","AB0000044544","County53","Small",3,"C0146090K0155807",68,1,15.5,25,1576,183
"896","AB0000044571","County53","Small",3,"C0276080K0025817",28,2,25.7,25,1576,252
"897","AB0000044594","County53","Small",3,"C0158841K0143056",28,2,27.2,25,1576,259
"898","AB0000044669","County53","Small",3,"C0211147K0090750",26,2,45.4,25,1576,229
"899","AB0000044703","County53","Small",3,"C0013030K0288867",38,10.5,12,25,1576,490
"900","AB0000044771","County53","Medium",3,"C0297355K0004542",73,15,33.8,25,289,574
"901","AB0000044774","County53","Medium",3,"C0250044K0051853",105,27,13.1,25,289,721
"902","AB0000044776","County53","Medium",3,"C0032987K0268910",102,36,20.5,25,289,850
"903","AB0000044781","County53","Medium",3,"C0215765K0086132",106,34,25,25,289,820
"904","AB0000044803","County53","Medium",3,"C0158017K0143880",74,45,41.9,25,289,960
"905","AB0000044813","County53","Medium",3,"C0272138K0029759",80,23,30.7,25,289,680
"906","AB0000044849","County53","Medium",3,"C0020489K0281408",106,22,29.2,25,289,656
"907","AB0000044855","County53","Medium",3,"C0157222K0144675",67,31,5.8,25,289,794
"908","AB0000044861","County53","Medium",3,"C0269810K0032087",71,19,5.9,25,289,620
"909","AB0000044875","County53","Medium",3,"C0163920K0137977",63,22,34.5,25,289,668
"910","AB0000044878","County53","Medium",3,"C0133659K0168238",120,32,24.5,25,289,810
"911","AB0000044904","County53","Medium",3,"C0129093K0172804",105,13,21.1,25,289,530
"912","AB0000044911","County53","Medium",3,"C0206463K0095434",108,20,30,25,289,637
"913","AB0000044913","County54","Medium",3,"C0202852K0099045",79,16,27.9,25,446,590
"914","AB0000044924","County54","Medium",3,"C0175074K0126823",74,13,3.6,25,446,540
"915","AB0000044927","County54","Medium",3,"C0150474K0151423",59,14,31.9,25,446,550
"916","AB0000044964","County54","Medium",3,"C0044440K0257457",60,39,28.8,25,446,890
"917","AB0000044988","County54","Medium",3,"C0091163K0210734",65,24,39.5,25,446,697
"918","AB0000045010","County54","Medium",3,"C0051766K0250131",61,12,28.7,25,446,520
"919","AB0000045031","County54","Medium",3,"C0003598K0298299",80,12,48.6,25,446,520
"920","AB0000045082","County54","Medium",3,"C0094927K0206970",87,12,17.9,25,446,508
"921","AB0000045083","County54","Medium",3,"C0211196K0090701",97,13,35.4,25,446,530
"922","AB0000045084","County54","Medium",3,"C0116237K0185660",87,14,12.3,25,446,550
"923","AB0000045108","County54","Medium",3,"C0106469K0195428",135,34,47.5,25,446,830
"924","AB0000045110","County54","Medium",3,"C0160319K0141578",97,18,22.7,25,446,610
"925","AB0000045123","County54","Medium",3,"C0273977K0027920",77,40,5.5,25,446,900
"926","AB0000045192","County54","Medium",3,"C0133630K0168267",117,24,48.1,25,446,690
"927","AB0000045215","County54","Medium",3,"C0177653K0124244",97,40,42.5,25,446,900
"928","AB0000045222","County54","Medium",3,"C0115763K0186134",30,16,17.5,25,446,584
"929","AB0000045239","County54","Medium",3,"C0024690K0277207",96,32,35.8,25,446,810
"930","AB0000045244","County54","Medium",3,"C0266895K0035002",87,17,31.1,25,446,590
"931","AB0000045261","County54","Medium",3,"C0154064K0147833",121,30,12.1,25,446,780
"932","AB0000045285","County54","Medium",3,"C0237621K0064276",79,14,40,25,446,551
"933","AB0000045290","County54","Medium",3,"C0077768K0224129",70,19,47.2,25,446,620
"934","AB0000045311","County54","Medium",3,"C0049957K0251940",85,24,48,25,446,700
"935","AB0000045328","County54","Medium",3,"C0282550K0019347",72,39,12.1,25,446,887
"936","AB0000045331","County54","Medium",3,"C0041555K0260342",97,18,32.2,25,446,606
"937","AB0000045335","County54","Medium",3,"C0063859K0238038",48,26,25.8,25,446,712
"938","AB0000045362","County55","Medium",3,"C0173355K0128542",91,20,32.6,25,83,630
"939","AB0000045368","County55","Medium",3,"C0013391K0288506",73,27,26.8,25,83,727
"940","AB0000045371","County55","Medium",3,"C0115019K0186878",52,15,13.9,25,83,560
"941","AB0000045375","County55","Medium",3,"C0018819K0283078",93,13,8.8,25,83,531
"942","AB0000045395","County55","Medium",3,"C0066967K0234930",86,18,2.9,25,83,610
"943","AB0000045402","County55","Medium",3,"C0273597K0028300",53,21,7.4,25,83,644
"944","AB0000045407","County55","Medium",3,"C0129425K0172472",64,43,7,25,83,944
"945","AB0000045442","County55","Big",3,"C0185492K0116405",112,61,10.3,25,83,1131
"946","AB0000045444","County55","Big",3,"C0046990K0254907",171,77,6.9,25,83,1390
"947","AB0000045460","County55","Big",3,"C0230435K0071462",170,70,11.5,25,83,1315
"948","AB0000045466","County55","Big",3,"C0251334K0050563",258,305,49.9,25,83,2510
"949","AB0000045488","County55","Big",3,"C0188730K0113167",189,112,42.1,25,83,1600
"950","AB0000045489","County55","Big",3,"C0227732K0074165",83,49,11.5,25,83,1005
"951","AB0000045511","County55","Big",3,"C0183270K0118627",100,64,36.8,25,83,1250
"952","AB0000045529","County55","Small",3,"C0122007K0179890",91,7,2.5,25,164,391
"953","AB0000045543","County55","Small",3,"C0044567K0257330",60,5,26.8,25,164,342
"954","AB0000045562","County55","Small",3,"C0002113K0299784",84,9,38.3,25,164,462
"955","AB0000045602","County55","Small",3,"C0121291K0180606",10,1,14.4,25,164,210
"956","AB0000045613","County55","Small",3,"C0060339K0241558",26,10.5,15.8,25,164,491
"957","AB0000045620","County55","Small",3,"C0136668K0165229",53,10,4,25,164,480
"958","AB0000045625","County55","Small",3,"C0179393K0122504",41,8,38.3,25,164,437
"959","AB0000045637","County55","Small",3,"C0206800K0095097",71,0.5,38.5,25,164,146
"960","AB0000045652","County55","Small",3,"C0133366K0168531",69,3,32.7,25,164,282
"961","AB0000045661","County55","Small",3,"C0086400K0215497",96,5,15.8,25,164,340
"962","AB0000045683","County55","Small",3,"C0265717K0036180",10,2,31.2,25,164,230
"963","AB0000047759","County58","Medium",3,"C0203451K0098446",114,36,37.8,25,289,850
"964","AB0000047801","County58","Medium",3,"C0195024K0106873",69,27,38.6,25,289,730
"965","AB0000047832","County58","Medium",3,"C0127249K0174648",54,13,49.3,25,289,540
"966","AB0000047844","County58","Big",3,"C0261912K0039985",90,52,22.8,25,83,1044
"967","AB0000047856","County58","Big",3,"C0062276K0239621",170,70,11.9,25,83,1315
"968","AB0000047858","County58","Big",3,"C0193655K0108242",126,59,20.9,25,83,1130
"969","AB0000047874","County58","Big",3,"C0031031K0270866",193,104,6.9,25,83,1480
"970","AB0000047879","County58","Big",3,"C0265625K0036272",158,63,5.4,25,83,1170
"971","AB0000047902","County58","Big",3,"C0146571K0155326",118,52,39.3,25,83,1040
"972","AB0000047917","County58","Big",3,"C0090350K0211547",91,54,18.3,25,83,1077
"973","AB0000047981","County58","Small",3,"C0272292K0029605",76,5,39.1,25,1576,350
